experiment_id,source_table,wandb_project,experiment_note,backbone,class_protocol,pretrain_classes,supervised_classes,supervised_ratio,ssl_augmentation,supervised_augmentation,test_augmentation,method,val_acc,test_acc,pretrain_size,supervised_train_size,supervised_val_size,test_size,split_seed,split_fingerprint,status
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.1,none,none,none,scratch,0.7704081632653061,0.7386547811993517,8856,788,196,2468,0,e34f402e9f5f6859,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.1,none,none,none,pretrained_probe,0.75,0.7350081037277147,8856,788,196,2468,0,e34f402e9f5f6859,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.1,none,none,none,finetune,0.7551020408163265,0.7017828200972447,8856,788,196,2468,0,e34f402e9f5f6859,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.25,none,none,none,scratch,0.8282208588957055,0.7945705024311183,7380,1971,489,2468,0,6de66577591146cc,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.25,none,none,none,pretrained_probe,0.7934560327198364,0.7803889789303079,7380,1971,489,2468,0,6de66577591146cc,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.25,none,none,none,finetune,0.8077709611451943,0.7917341977309562,7380,1971,489,2468,0,6de66577591146cc,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.5,none,none,none,scratch,0.850609756097561,0.8306320907617504,4918,3938,984,2468,0,736dced074a22aaa,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.5,none,none,none,pretrained_probe,0.8150406504065041,0.7917341977309562,4918,3938,984,2468,0,736dced074a22aaa,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.5,none,none,none,finetune,0.8414634146341463,0.826580226904376,4918,3938,984,2468,0,736dced074a22aaa,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.75,none,none,none,scratch,0.8761840324763194,0.8448136142625607,2460,5902,1478,2468,0,2eb207bfc9d26f32,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.75,none,none,none,pretrained_probe,0.8396481732070366,0.8079416531604539,2460,5902,1478,2468,0,2eb207bfc9d26f32,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.75,none,none,none,finetune,0.8653585926928281,0.8342787682333873,2460,5902,1478,2468,0,2eb207bfc9d26f32,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.1,z,z,none,scratch,0.6428571428571429,0.5940032414910859,8856,788,196,2468,0,e34f402e9f5f6859,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.1,z,z,none,pretrained_probe,0.6122448979591837,0.5024311183144247,8856,788,196,2468,0,e34f402e9f5f6859,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.1,z,z,none,finetune,0.5816326530612245,0.5113452188006483,8856,788,196,2468,0,e34f402e9f5f6859,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.25,z,z,none,scratch,0.7075664621676891,0.6628849270664505,7380,1971,489,2468,0,6de66577591146cc,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.25,z,z,none,pretrained_probe,0.6421267893660532,0.5490275526742301,7380,1971,489,2468,0,6de66577591146cc,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.25,z,z,none,finetune,0.6584867075664622,0.6114262560777958,7380,1971,489,2468,0,6de66577591146cc,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.5,z,z,none,scratch,0.7439024390243902,0.7062398703403565,4918,3938,984,2468,0,736dced074a22aaa,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.5,z,z,none,pretrained_probe,0.6798780487804879,0.6361426256077796,4918,3938,984,2468,0,736dced074a22aaa,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.5,z,z,none,finetune,0.7134146341463414,0.679902755267423,4918,3938,984,2468,0,736dced074a22aaa,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.75,z,z,none,scratch,0.7679296346414073,0.7277147487844409,2460,5902,1478,2468,0,2eb207bfc9d26f32,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.75,z,z,none,pretrained_probe,0.6779431664411367,0.643030794165316,2460,5902,1478,2468,0,2eb207bfc9d26f32,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.75,z,z,none,finetune,0.7341001353179973,0.7025931928687196,2460,5902,1478,2468,0,2eb207bfc9d26f32,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.1,so3,so3,none,scratch,0.37244897959183676,0.29497568881685576,8856,788,196,2468,0,e34f402e9f5f6859,completed
ratio_sweep_legacy_clean_test,/lustre/work/vivatech-ipparis/lnguyen/checkpoints/pointcloud/ratio_sweep/results.csv,eb_jepa,Legacy 4-ratio sweep on all 40 classes; SSL and supervised data use the selected none/z/SO3 augmentation; official test is clean.,simple_pointnet,all_40_classes,40,40,0.1,so3,so3,none,pretrained_probe,0.30612244897959184,0.2540518638573744,8856,788,196,2468,0,e34f402e9f5f6859,completed
